Elapsed_Time_s,Gaze_X_Left,Gaze_Y_Left,Gaze_X_Right,Gaze_Y_Right,Gaze_X_Average,Gaze_Y_Average,Pupil_Diameter_Left,Pupil_Diameter_Right,Validity_Left,Validity_Right,Looking_At_Interviewer,Eye_Movement_Type
0.207,0.2582082152366638,0.4949200451374054,0.20911017060279846,0.3529362380504608,0.23365919291973114,0.4239281415939331,3.401458740234375,3.8140716552734375,1,1,False,Fixation
0.224,0.2603474259376526,0.49363628029823303,0.20893388986587524,0.35338765382766724,0.23464065790176392,0.42351196706295013,3.406158447265625,3.8162078857421875,1,1,False,Fixation
0.241,0.25840941071510315,0.49498796463012695,0.20639564096927643,0.34913119673728943,0.2324025258421898,0.4220595806837082,3.402862548828125,3.8260650634765625,1,1,False,Fixation
0.257,0.2627163529396057,0.4988195300102234,0.2051282823085785,0.35574793815612793,0.2339223176240921,0.42728373408317566,3.402740478515625,3.83123779296875,1,1,False,Fixation
0.274,0.278473824262619,0.4953871965408325,0.216262087225914,0.3442347049713135,0.2473679557442665,0.419810950756073,3.4152679443359375,3.8305206298828125,1,1,False,Fixation
0.291,0.3423372507095337,0.3836211562156677,0.30666401982307434,0.23144906759262085,0.324500635266304,0.3075351119041443,3.43731689453125,3.8315277099609375,1,1,False,Fixation
0.307,0.3811706304550171,0.3448542356491089,0.3371273875236511,0.20082548260688782,0.3591490089893341,0.27283985912799835,3.4148406982421875,3.8323211669921875,1,1,False,Fixation
0.324,0.3840104639530182,0.33668845891952515,0.3384302258491516,0.20107059180736542,0.3612203449010849,0.2688795253634453,3.404083251953125,3.8350830078125,1,1,False,Fixation
0.341,0.3843644857406616,0.33201462030410767,0.3269011080265045,0.20535776019096375,0.35563279688358307,0.2686861902475357,3.3826904296875,3.8170623779296875,1,1,False,Fixation
0.357,0.38215315341949463,0.34057608246803284,0.3258737623691559,0.20226407051086426,0.35401345789432526,0.27142007648944855,3.37103271484375,3.8252410888671875,1,1,False,Fixation
0.374,0.3851725161075592,0.34059348702430725,0.3258677124977112,0.20403289794921875,0.3555201143026352,0.272313192486763,3.3727569580078125,3.8199005126953125,1,1,False,Fixation
0.391,0.3842587471008301,0.34554341435432434,0.32357823848724365,0.21506626904010773,0.35391849279403687,0.28030484169721603,3.352081298828125,3.81219482421875,1,1,False,Fixation
0.407,0.38504600524902344,0.3437795042991638,0.3237365186214447,0.2108777016401291,0.35439126193523407,0.27732860296964645,3.355621337890625,3.8119964599609375,1,1,False,Fixation
0.424,0.3809810280799866,0.3543165624141693,0.3261612057685852,0.2072274088859558,0.3535711169242859,0.28077198565006256,3.3546905517578125,3.80712890625,1,1,False,Fixation
0.441,0.38176536560058594,0.34736233949661255,0.32225704193115234,0.20745670795440674,0.35201120376586914,0.27740952372550964,3.347503662109375,3.79168701171875,1,1,False,Fixation
0.457,0.38196930289268494,0.3333280384540558,0.3201661705970764,0.21669359505176544,0.3510677367448807,0.2750108167529106,3.31597900390625,3.7939453125,1,1,False,Fixation
0.474,0.384145051240921,0.33537784218788147,0.32247456908226013,0.212982639670372,0.3533098101615906,0.27418024092912674,3.3266448974609375,3.78704833984375,1,1,False,Fixation
0.491,0.38623058795928955,0.3365703523159027,0.32324352860450745,0.2133902609348297,0.3547370582818985,0.2749803066253662,3.31805419921875,3.800567626953125,1,1,False,Fixation
0.507,0.3892838656902313,0.33488768339157104,0.3268295228481293,0.21233007311820984,0.3580566942691803,0.27360887825489044,3.3088836669921875,3.7852020263671875,1,1,False,Fixation
0.524,0.39008891582489014,0.3346339166164398,0.32405057549476624,0.21287961304187775,0.3570697456598282,0.2737567648291588,3.292449951171875,3.76702880859375,1,1,False,Fixation
0.541,0.38924503326416016,0.34097903966903687,0.32166561484336853,0.21119879186153412,0.35545532405376434,0.2760889157652855,3.293212890625,3.758209228515625,1,1,False,Fixation
0.557,0.3875751495361328,0.35337668657302856,0.3244583308696747,0.2144075483083725,0.35601674020290375,0.28389211744070053,3.32452392578125,3.7465362548828125,1,1,False,Fixation
0.574,0.38212159276008606,0.3361945152282715,0.324389785528183,0.22407573461532593,0.3532556891441345,0.2801351249217987,3.3076934814453125,3.7575836181640625,1,1,False,Fixation
0.591,0.38240286707878113,0.33413368463516235,0.3259556293487549,0.2036978006362915,0.354179248213768,0.26891574263572693,3.308502197265625,3.743896484375,1,1,False,Fixation
0.607,0.38912466168403625,0.348798930644989,0.32815152406692505,0.22750338912010193,0.35863809287548065,0.28815115988254547,3.3048858642578125,3.7597808837890625,1,1,False,Fixation
0.624,0.41101065278053284,0.4437297582626343,0.34597909450531006,0.3032200038433075,0.37849487364292145,0.3734748810529709,3.3378448486328125,3.7902374267578125,1,1,False,Fixation
0.641,0.5020807385444641,0.7134435772895813,0.44235724210739136,0.6281275749206543,0.47221899032592773,0.6707855761051178,3.366058349609375,3.8079833984375,1,1,False,Fixation
0.657,0.5736005902290344,0.9803386926651001,0.5095394253730774,0.8634673357009888,0.5415700078010559,0.9219030141830444,3.353790283203125,3.79840087890625,1,1,False,Fixation
0.674,0.6019707322120667,1.0494540929794312,0.5488246083259583,0.9206320643424988,0.5753976702690125,0.985043078660965,3.3799591064453125,3.8276214599609375,1,1,False,Fixation
0.690,0.6152873039245605,1.0791139602661133,0.5729062557220459,0.9608628153800964,0.5940967798233032,1.0199883878231049,3.3927154541015625,3.821624755859375,1,1,False,Fixation
0.707,0.6107258200645447,1.0638549327850342,0.5758428573608398,0.9676518440246582,0.5932843387126923,1.0157533884048462,3.37530517578125,3.806884765625,1,1,False,Fixation
0.724,0.6117310523986816,1.0750800371170044,0.5749289393424988,0.9658166170120239,0.5933299958705902,1.0204483270645142,3.3382568359375,3.7992706298828125,1,1,False,Fixation
0.740,0.6164914965629578,1.0766000747680664,0.5763465166091919,0.9685249328613281,0.5964190065860748,1.0225625038146973,3.3465423583984375,3.7941741943359375,1,1,False,Fixation
0.757,0.6105354428291321,1.0685644149780273,0.5771687030792236,0.9504271149635315,0.5938520729541779,1.0094957649707794,3.3694000244140625,3.802398681640625,1,1,False,Fixation
0.774,0.6119212508201599,1.075140118598938,0.5732420086860657,0.9550742506980896,0.5925816297531128,1.0151071846485138,3.3614654541015625,3.8093719482421875,1,1,False,Fixation
0.790,0.6218305826187134,1.0810047388076782,0.5737333297729492,0.9686291217803955,0.5977819561958313,1.0248169302940369,3.3704376220703125,3.80963134765625,1,1,False,Fixation
